sequence,survived,category
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Fontaine_Sacree -> Couloir -> Inscription -> Rat -> Liche -> Gobelin -> Inscription -> Rat -> Orc -> Piege_a_Pics -> Hydre -> Couloir -> Escalier -> Orc -> Rat -> Couloir -> Fontaine_Sacree -> Couloir -> Gemmes -> Inscription -> Couloir -> Escalier -> Fosse -> Or -> Escalier -> Or -> Salle_Vide -> Inscription -> Repas -> Inscription -> Orc -> Inscription -> Inscription -> Orc -> Gemmes -> Couloir -> Liche -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Gaz_Toxique -> Repas -> Hydre -> Coffre -> Gemmes -> Gaz_Toxique -> Zombie -> Inscription -> Coffre -> Escalier -> Gaz_Toxique -> Fosse -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Inscription -> Gemmes -> Inscription -> Gaz_Toxique -> Rat -> Escalier -> Escalier -> Gemmes -> Piege_a_Pics -> Grande_Potion -> Rat -> Fosse -> Troll -> Zombie -> Hydre -> Grande_Potion -> Inscription -> Piege_a_Pics -> Or -> Couloir -> Salle_Vide -> Rat -> Hydre -> Demon -> Salle_Vide -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Inscription -> Grande_Potion -> Or -> Gobelin -> Coffre -> Repas -> Fosse -> Salle_Vide -> Gemmes -> Zombie -> Inscription -> Grande_Potion -> Escalier -> Gemmes -> Rat -> Salle_Vide -> Or -> Couloir -> Salle_Vide -> Gemmes -> Repas -> Orc -> Gaz_Toxique -> Gemmes -> Piege_a_Pics -> Escalier -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Gemmes -> Potion -> Salle_Vide -> Salle_Vide -> Troll -> Salle_Vide -> Grande_Potion -> Dragon -> Fosse -> Potion -> Gobelin -> Gobelin -> Troll -> Escalier -> Dragon -> Grande_Potion -> Orc -> Gaz_Toxique -> Couloir -> Coffre -> Liche -> Orc -> Orc -> Coffre -> Gemmes -> Dragon -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Couloir -> Orc -> Coffre -> Piege_a_Pics -> Piege_a_Pics -> Troll -> Rat -> Repas -> Escalier -> Couloir -> Gobelin -> Rat -> Orc -> Couloir -> Inscription -> Escalier -> Inscription -> Couloir -> Zombie -> Coffre -> Gemmes -> Repas -> Gemmes -> Liche -> Orc -> Gemmes -> Gemmes -> Or -> Salle_Vide -> Coffre -> Couloir -> Inscription -> Or -> Coffre -> Orc -> Or -> Or -> Orc -> Salle_Vide -> Couloir -> Salle_Vide -> Or -> Gemmes -> Grande_Potion -> Rat -> Salle_Vide -> Gemmes -> Dragon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Escalier -> Fosse -> Orc -> Gemmes -> Orc -> Couloir -> Salle_Vide -> Gobelin -> Escalier -> Zombie -> Escalier -> Salle_Vide -> Or -> Orc -> Repas -> Inscription -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Gemmes -> Orc -> Escalier -> Fontaine_Sacree -> Or -> Fontaine_Sacree -> Coffre -> Piege_a_Pics -> Salle_Vide -> Orc -> Gobelin -> Couloir -> Salle_Vide -> Fosse -> Piege_a_Pics -> Or -> Inscription -> Escalier -> Gobelin -> Hydre -> Zombie -> Couloir -> Coffre -> Couloir -> Demon -> Salle_Vide -> Rat -> Fosse -> Inscription -> Zombie -> Salle_Vide -> Orc -> Gobelin -> Zombie -> Inscription -> Escalier -> Coffre -> Inscription -> Rat -> Fosse -> Coffre -> Dragon -> Potion -> Or -> Escalier -> Salle_Vide -> Fontaine_Sacree -> Rat -> Dragon -> Sortie,0,synthetic
Entree -> Fontaine_Sacree -> Couloir -> Couloir -> Escalier -> Coffre -> Couloir -> Demon -> Inscription -> Orc -> Gaz_Toxique -> Or -> Inscription -> Escalier -> Couloir -> Gemmes -> Troll -> Hydre -> Couloir -> Potion -> Inscription -> Salle_Vide -> Coffre -> Or -> Coffre -> Orc -> Fontaine_Sacree -> Orc -> Piege_a_Pics -> Liche -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Orc -> Zombie -> Escalier -> Orc -> Or -> Escalier -> Or -> Gobelin -> Or -> Couloir -> Gobelin -> Gaz_Toxique -> Fontaine_Sacree -> Fosse -> Demon -> Minotaure -> Fosse -> Gemmes -> Demon -> Escalier -> Gemmes -> Salle_Vide -> Couloir -> Inscription -> Or -> Potion -> Orc -> Or -> Grande_Potion -> Piege_a_Pics -> Gobelin -> Or -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Orc -> Orc -> Or -> Fontaine_Sacree -> Piege_a_Pics -> Orc -> Escalier -> Coffre -> Escalier -> Fontaine_Sacree -> Gemmes -> Gaz_Toxique -> Rat -> Salle_Vide -> Orc -> Orc -> Zombie -> Couloir -> Gobelin -> Zombie -> Fosse -> Coffre -> Potion -> Demon -> Escalier -> Escalier -> Inscription -> Demon -> Couloir -> Piege_a_Pics -> Fontaine_Sacree -> Coffre -> Inscription -> Or -> Repas -> Escalier -> Gaz_Toxique -> Gemmes -> Inscription -> Salle_Vide -> Salle_Vide -> Demon -> Coffre -> Gaz_Toxique -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Salle_Vide -> Liche -> Orc -> Gobelin -> Zombie -> Fosse -> Salle_Vide -> Couloir -> Gemmes -> Demon -> Inscription -> Or -> Rat -> Salle_Vide -> Escalier -> Gaz_Toxique -> Couloir -> Repas -> Escalier -> Escalier -> Or -> Minotaure -> Or -> Hydre -> Or -> Or -> Hydre -> Gobelin -> Or -> Troll -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Salle_Vide -> Piege_a_Pics -> Couloir -> Gobelin -> Couloir -> Minotaure -> Troll -> Gaz_Toxique -> Inscription -> Inscription -> Potion -> Liche -> Salle_Vide -> Gobelin -> Potion -> Potion -> Orc -> Gaz_Toxique -> Sortie,0,synthetic
Entree -> Salle_Vide -> Escalier -> Gemmes -> Fosse -> Coffre -> Or -> Gobelin -> Coffre -> Gobelin -> Salle_Vide -> Gobelin -> Coffre -> Troll -> Fontaine_Sacree -> Fosse -> Coffre -> Repas -> Salle_Vide -> Coffre -> Piege_a_Pics -> Coffre -> Escalier -> Potion -> Demon -> Minotaure -> Inscription -> Salle_Vide -> Orc -> Fosse -> Gobelin -> Troll -> Couloir -> Grande_Potion -> Escalier -> Fosse -> Couloir -> Salle_Vide -> Coffre -> Zombie -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Minotaure -> Coffre -> Salle_Vide -> Rat -> Or -> Potion -> Couloir -> Zombie -> Rat -> Minotaure -> Gobelin -> Salle_Vide -> Troll -> Grande_Potion -> Fosse -> Or -> Coffre -> Fosse -> Escalier -> Rat -> Or -> Grande_Potion -> Escalier -> Couloir -> Escalier -> Couloir -> Orc -> Hydre -> Couloir -> Fosse -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Salle_Vide -> Piege_a_Pics -> Coffre -> Couloir -> Or -> Rat -> Orc -> Coffre -> Gaz_Toxique -> Or -> Zombie -> Salle_Vide -> Piege_a_Pics -> Gemmes -> Rat -> Salle_Vide -> Couloir -> Dragon -> Inscription -> Gaz_Toxique -> Piege_a_Pics -> Couloir -> Gemmes -> Escalier -> Couloir -> Salle_Vide -> Demon -> Or -> Orc -> Liche -> Zombie -> Grande_Potion -> Orc -> Inscription -> Rat -> Or -> Fosse -> Coffre -> Rat -> Couloir -> Rat -> Orc -> Or -> Or -> Zombie -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Coffre -> Couloir -> Fosse -> Orc -> Coffre -> Troll -> Salle_Vide -> Fontaine_Sacree -> Gobelin -> Or -> Or -> Fontaine_Sacree -> Fosse -> Couloir -> Hydre -> Or -> Coffre -> Gaz_Toxique -> Orc -> Orc -> Escalier -> Piege_a_Pics -> Fosse -> Coffre -> Salle_Vide -> Salle_Vide -> Salle_Vide -> Orc -> Coffre -> Couloir -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Rat -> Gemmes -> Or -> Coffre -> Liche -> Couloir -> Salle_Vide -> Salle_Vide -> Escalier -> Salle_Vide -> Coffre -> Orc -> Gemmes -> Orc -> Gemmes -> Minotaure -> Coffre -> Rat -> Fontaine_Sacree -> Escalier -> Escalier -> Escalier -> Rat -> Salle_Vide -> Inscription -> Salle_Vide -> Orc -> Zombie -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Salle_Vide -> Or -> Salle_Vide -> Salle_Vide -> Or -> Or -> Zombie -> Orc -> Salle_Vide -> Escalier -> Couloir -> Escalier -> Or -> Hydre -> Inscription -> Grande_Potion -> Gaz_Toxique -> Minotaure -> Rat -> Couloir -> Gemmes -> Hydre -> Escalier -> Gaz_Toxique -> Liche -> Liche -> Couloir -> Couloir -> Inscription -> Coffre -> Gemmes -> Couloir -> Sortie,0,synthetic
Entree -> Couloir -> Zombie -> Liche -> Zombie -> Hydre -> Gaz_Toxique -> Escalier -> Or -> Hydre -> Rat -> Or -> Gaz_Toxique -> Potion -> Inscription -> Zombie -> Fontaine_Sacree -> Couloir -> Coffre -> Minotaure -> Rat -> Gemmes -> Zombie -> Potion -> Orc -> Rat -> Gemmes -> Fosse -> Zombie -> Dragon -> Salle_Vide -> Gobelin -> Potion -> Rat -> Coffre -> Demon -> Couloir -> Escalier -> Couloir -> Gobelin -> Couloir -> Or -> Or -> Gemmes -> Fosse -> Rat -> Gemmes -> Or -> Grande_Potion -> Escalier -> Escalier -> Sortie,0,synthetic
Entree -> Escalier -> Repas -> Inscription -> Couloir -> Rat -> Orc -> Gobelin -> Or -> Coffre -> Or -> Potion -> Couloir -> Demon -> Coffre -> Salle_Vide -> Gobelin -> Gobelin -> Gobelin -> Couloir -> Or -> Escalier -> Coffre -> Repas -> Salle_Vide -> Rat -> Potion -> Rat -> Or -> Orc -> Orc -> Salle_Vide -> Orc -> Salle_Vide -> Gaz_Toxique -> Inscription -> Orc -> Couloir -> Fosse -> Gobelin -> Gemmes -> Or -> Piege_a_Pics -> Salle_Vide -> Piege_a_Pics -> Rat -> Fontaine_Sacree -> Coffre -> Gaz_Toxique -> Coffre -> Zombie -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Coffre -> Minotaure -> Escalier -> Salle_Vide -> Salle_Vide -> Gaz_Toxique -> Gemmes -> Coffre -> Or -> Zombie -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Couloir -> Orc -> Coffre -> Couloir -> Coffre -> Coffre -> Zombie -> Fontaine_Sacree -> Escalier -> Couloir -> Salle_Vide -> Or -> Orc -> Demon -> Gobelin -> Salle_Vide -> Orc -> Repas -> Inscription -> Fosse -> Zombie -> Liche -> Coffre -> Grande_Potion -> Or -> Salle_Vide -> Rat -> Orc -> Dragon -> Escalier -> Couloir -> Gemmes -> Salle_Vide -> Repas -> Dragon -> Sortie,0,synthetic
Entree -> Fosse -> Inscription -> Couloir -> Piege_a_Pics -> Gemmes -> Gobelin -> Potion -> Demon -> Gemmes -> Potion -> Salle_Vide -> Salle_Vide -> Escalier -> Gemmes -> Salle_Vide -> Minotaure -> Liche -> Salle_Vide -> Or -> Gobelin -> Repas -> Rat -> Salle_Vide -> Coffre -> Piege_a_Pics -> Salle_Vide -> Or -> Inscription -> Escalier -> Minotaure -> Salle_Vide -> Fontaine_Sacree -> Or -> Couloir -> Repas -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Rat -> Liche -> Couloir -> Grande_Potion -> Couloir -> Gemmes -> Inscription -> Repas -> Salle_Vide -> Grande_Potion -> Coffre -> Piege_a_Pics -> Zombie -> Grande_Potion -> Escalier -> Gemmes -> Repas -> Inscription -> Inscription -> Escalier -> Hydre -> Escalier -> Couloir -> Or -> Gaz_Toxique -> Rat -> Or -> Orc -> Escalier -> Escalier -> Gaz_Toxique -> Zombie -> Inscription -> Couloir -> Or -> Couloir -> Or -> Escalier -> Gemmes -> Gemmes -> Salle_Vide -> Repas -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Escalier -> Rat -> Hydre -> Couloir -> Or -> Or -> Coffre -> Gaz_Toxique -> Zombie -> Troll -> Or -> Escalier -> Or -> Coffre -> Piege_a_Pics -> Inscription -> Gobelin -> Zombie -> Fosse -> Gemmes -> Escalier -> Inscription -> Orc -> Escalier -> Coffre -> Or -> Zombie -> Dragon -> Fosse -> Gobelin -> Couloir -> Coffre -> Inscription -> Dragon -> Sortie,0,synthetic
Entree -> Gobelin -> Inscription -> Coffre -> Gobelin -> Potion -> Escalier -> Piege_a_Pics -> Dragon -> Fontaine_Sacree -> Troll -> Coffre -> Fosse -> Demon -> Salle_Vide -> Orc -> Gemmes -> Zombie -> Grande_Potion -> Repas -> Or -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Inscription -> Salle_Vide -> Inscription -> Salle_Vide -> Fosse -> Gobelin -> Piege_a_Pics -> Salle_Vide -> Fosse -> Zombie -> Coffre -> Coffre -> Grande_Potion -> Escalier -> Zombie -> Hydre -> Or -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Gobelin -> Hydre -> Inscription -> Or -> Or -> Zombie -> Couloir -> Repas -> Zombie -> Gemmes -> Demon -> Hydre -> Salle_Vide -> Dragon -> Escalier -> Inscription -> Piege_a_Pics -> Zombie -> Liche -> Hydre -> Potion -> Fosse -> Escalier -> Inscription -> Or -> Repas -> Couloir -> Salle_Vide -> Or -> Escalier -> Coffre -> Piege_a_Pics -> Fosse -> Minotaure -> Inscription -> Dragon -> Grande_Potion -> Inscription -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Couloir -> Zombie -> Couloir -> Piege_a_Pics -> Inscription -> Couloir -> Or -> Escalier -> Gemmes -> Couloir -> Gobelin -> Coffre -> Escalier -> Gemmes -> Piege_a_Pics -> Rat -> Coffre -> Escalier -> Escalier -> Gemmes -> Inscription -> Gobelin -> Grande_Potion -> Salle_Vide -> Salle_Vide -> Hydre -> Piege_a_Pics -> Fosse -> Hydre -> Potion -> Orc -> Couloir -> Gobelin -> Piege_a_Pics -> Zombie -> Grande_Potion -> Coffre -> Couloir -> Inscription -> Or -> Fontaine_Sacree -> Dragon -> Escalier -> Dragon -> Fosse -> Gemmes -> Repas -> Gemmes -> Potion -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Inscription -> Zombie -> Couloir -> Gemmes -> Piege_a_Pics -> Zombie -> Or -> Salle_Vide -> Rat -> Escalier -> Gobelin -> Repas -> Rat -> Liche -> Grande_Potion -> Potion -> Piege_a_Pics -> Or -> Or -> Piege_a_Pics -> Rat -> Salle_Vide -> Couloir -> Piege_a_Pics -> Salle_Vide -> Salle_Vide -> Demon -> Sortie,0,synthetic
Entree -> Or -> Or -> Inscription -> Gemmes -> Orc -> Liche -> Rat -> Coffre -> Salle_Vide -> Salle_Vide -> Fontaine_Sacree -> Liche -> Rat -> Inscription -> Or -> Piege_a_Pics -> Hydre -> Gemmes -> Coffre -> Couloir -> Liche -> Zombie -> Orc -> Couloir -> Salle_Vide -> Fontaine_Sacree -> Gemmes -> Couloir -> Inscription -> Potion -> Repas -> Liche -> Gaz_Toxique -> Hydre -> Inscription -> Inscription -> Piege_a_Pics -> Gobelin -> Inscription -> Couloir -> Zombie -> Escalier -> Fontaine_Sacree -> Or -> Couloir -> Or -> Dragon -> Coffre -> Dragon -> Sortie,0,synthetic
Entree -> Salle_Vide -> Inscription -> Coffre -> Escalier -> Demon -> Gemmes -> Minotaure -> Inscription -> Gemmes -> Escalier -> Orc -> Inscription -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Repas -> Coffre -> Salle_Vide -> Gemmes -> Zombie -> Inscription -> Orc -> Salle_Vide -> Salle_Vide -> Liche -> Sortie,0,synthetic
Entree -> Rat -> Gemmes -> Coffre -> Minotaure -> Salle_Vide -> Gobelin -> Rat -> Hydre -> Salle_Vide -> Escalier -> Fontaine_Sacree -> Inscription -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Fosse -> Escalier -> Troll -> Gemmes -> Salle_Vide -> Escalier -> Grande_Potion -> Zombie -> Gemmes -> Liche -> Gemmes -> Gemmes -> Grande_Potion -> Orc -> Salle_Vide -> Couloir -> Dragon -> Fosse -> Gobelin -> Orc -> Couloir -> Potion -> Gemmes -> Piege_a_Pics -> Coffre -> Coffre -> Hydre -> Gemmes -> Repas -> Minotaure -> Escalier -> Dragon -> Piege_a_Pics -> Or -> Orc -> Zombie -> Orc -> Orc -> Couloir -> Repas -> Or -> Coffre -> Liche -> Sortie,0,synthetic
Entree -> Couloir -> Couloir -> Potion -> Salle_Vide -> Rat -> Gemmes -> Minotaure -> Piege_a_Pics -> Escalier -> Escalier -> Orc -> Gaz_Toxique -> Gobelin -> Piege_a_Pics -> Escalier -> Or -> Or -> Inscription -> Escalier -> Piege_a_Pics -> Piege_a_Pics -> Grande_Potion -> Or -> Coffre -> Fosse -> Rat -> Coffre -> Piege_a_Pics -> Gemmes -> Escalier -> Rat -> Zombie -> Demon -> Liche -> Escalier -> Salle_Vide -> Zombie -> Fosse -> Salle_Vide -> Salle_Vide -> Gaz_Toxique -> Sortie,0,synthetic
Entree -> Salle_Vide -> Coffre -> Fosse -> Zombie -> Minotaure -> Inscription -> Troll -> Rat -> Dragon -> Troll -> Repas -> Couloir -> Gemmes -> Orc -> Salle_Vide -> Repas -> Gobelin -> Fontaine_Sacree -> Inscription -> Or -> Salle_Vide -> Gaz_Toxique -> Salle_Vide -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Zombie -> Salle_Vide -> Coffre -> Escalier -> Gobelin -> Couloir -> Salle_Vide -> Gobelin -> Salle_Vide -> Orc -> Inscription -> Salle_Vide -> Inscription -> Repas -> Fosse -> Escalier -> Rat -> Coffre -> Escalier -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Repas -> Gemmes -> Couloir -> Grande_Potion -> Couloir -> Potion -> Gemmes -> Troll -> Repas -> Gemmes -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Grande_Potion -> Fontaine_Sacree -> Rat -> Escalier -> Fosse -> Zombie -> Gaz_Toxique -> Coffre -> Salle_Vide -> Escalier -> Inscription -> Rat -> Or -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Zombie -> Couloir -> Rat -> Couloir -> Rat -> Or -> Gemmes -> Gaz_Toxique -> Coffre -> Fontaine_Sacree -> Salle_Vide -> Coffre -> Orc -> Couloir -> Rat -> Or -> Orc -> Fontaine_Sacree -> Escalier -> Coffre -> Coffre -> Sortie,0,synthetic
Entree -> Rat -> Couloir -> Inscription -> Inscription -> Gobelin -> Escalier -> Salle_Vide -> Couloir -> Fontaine_Sacree -> Inscription -> Orc -> Gaz_Toxique -> Coffre -> Liche -> Repas -> Inscription -> Minotaure -> Piege_a_Pics -> Salle_Vide -> Or -> Escalier -> Piege_a_Pics -> Rat -> Troll -> Sortie,0,synthetic
Entree -> Minotaure -> Fosse -> Repas -> Rat -> Piege_a_Pics -> Or -> Coffre -> Inscription -> Inscription -> Inscription -> Gemmes -> Piege_a_Pics -> Couloir -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Inscription -> Gemmes -> Zombie -> Gobelin -> Troll -> Piege_a_Pics -> Or -> Gemmes -> Coffre -> Escalier -> Orc -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Coffre -> Salle_Vide -> Salle_Vide -> Fosse -> Grande_Potion -> Inscription -> Coffre -> Gaz_Toxique -> Gemmes -> Gobelin -> Gobelin -> Demon -> Gaz_Toxique -> Escalier -> Dragon -> Demon -> Gemmes -> Hydre -> Escalier -> Gemmes -> Minotaure -> Inscription -> Repas -> Gaz_Toxique -> Gemmes -> Couloir -> Dragon -> Gemmes -> Troll -> Rat -> Demon -> Repas -> Grande_Potion -> Orc -> Dragon -> Or -> Gobelin -> Gobelin -> Potion -> Salle_Vide -> Escalier -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Gobelin -> Salle_Vide -> Dragon -> Liche -> Fontaine_Sacree -> Zombie -> Inscription -> Piege_a_Pics -> Repas -> Gaz_Toxique -> Rat -> Orc -> Gemmes -> Rat -> Escalier -> Liche -> Couloir -> Troll -> Orc -> Demon -> Repas -> Salle_Vide -> Gobelin -> Potion -> Or -> Fosse -> Escalier -> Escalier -> Fosse -> Salle_Vide -> Couloir -> Couloir -> Couloir -> Minotaure -> Or -> Rat -> Or -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Escalier -> Zombie -> Gaz_Toxique -> Couloir -> Rat -> Rat -> Coffre -> Fontaine_Sacree -> Dragon -> Piege_a_Pics -> Zombie -> Inscription -> Grande_Potion -> Couloir -> Escalier -> Fosse -> Couloir -> Hydre -> Coffre -> Piege_a_Pics -> Fontaine_Sacree -> Gaz_Toxique -> Demon -> Gemmes -> Salle_Vide -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Orc -> Gobelin -> Liche -> Escalier -> Zombie -> Potion -> Couloir -> Zombie -> Escalier -> Fosse -> Fosse -> Gemmes -> Salle_Vide -> Repas -> Hydre -> Escalier -> Rat -> Fontaine_Sacree -> Fosse -> Potion -> Piege_a_Pics -> Dragon -> Escalier -> Couloir -> Inscription -> Rat -> Inscription -> Escalier -> Escalier -> Gaz_Toxique -> Salle_Vide -> Dragon -> Couloir -> Escalier -> Liche -> Salle_Vide -> Fontaine_Sacree -> Rat -> Zombie -> Couloir -> Escalier -> Inscription -> Inscription -> Coffre -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Escalier -> Inscription -> Minotaure -> Rat -> Escalier -> Escalier -> Orc -> Inscription -> Or -> Escalier -> Zombie -> Inscription -> Gobelin -> Liche -> Gobelin -> Potion -> Gemmes -> Fosse -> Or -> Inscription -> Escalier -> Zombie -> Coffre -> Orc -> Rat -> Piege_a_Pics -> Or -> Demon -> Couloir -> Dragon -> Inscription -> Inscription -> Escalier -> Coffre -> Escalier -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Escalier -> Coffre -> Fosse -> Salle_Vide -> Couloir -> Grande_Potion -> Orc -> Inscription -> Inscription -> Gemmes -> Inscription -> Couloir -> Inscription -> Salle_Vide -> Salle_Vide -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Zombie -> Troll -> Couloir -> Fontaine_Sacree -> Gobelin -> Gemmes -> Gemmes -> Fosse -> Gaz_Toxique -> Gobelin -> Salle_Vide -> Minotaure -> Coffre -> Escalier -> Fosse -> Salle_Vide -> Gaz_Toxique -> Orc -> Hydre -> Escalier -> Gemmes -> Liche -> Inscription -> Rat -> Repas -> Inscription -> Couloir -> Gobelin -> Couloir -> Potion -> Escalier -> Inscription -> Gemmes -> Salle_Vide -> Or -> Dragon -> Grande_Potion -> Rat -> Gemmes -> Potion -> Sortie,0,synthetic
